"HCMU00001.002/B","B","10.835000478970937","106.66365127116387"
"HCMU00001.003/B","B","10.835297724069841","106.66463990032798"
"HCMU00001.004/B","B","10.835541503021876","106.66460703802875"
"HCMU00001.005/B","B","10.834649857323233","106.66444327116392"
"HCMU00001.006/B","B","10.835220862190862","106.66469871997833"
"HCMU00001.007/B","B","10.835387426132323","106.66472239355994"
"HCMU00001.008/B","B","10.835227162349868","106.66520234416294"
"HCMU00001.009/B","B","10.83503154008743","106.66577846073051"
"HCMU00001.010/B","B","10.834861687753373","106.66624619113702"
"HCMU00001.011/B","B","10.834790284138629","106.66645209004128"
"HCMU00001.012/B","B","10.834669573970292","106.66680338905906"
"HCMU00001.013/B","B","10.834536182154537","106.66715281147242"
"HCMU00001.014/B","B","10.834446163595123","106.66744954030857"
"HCMU00001.015/B","B","10.834334389892215","106.66774640303345"
"HCMU00001.016/B","B","10.834159197182478","106.66818885896487"
"HCMU00001.017/B","B","10.833978800271634","106.66866314455558"
"HCMU00001.018/B","B","10.833785870144235","106.66919998107242"
"HCMU00001.019/B","B","10.833689612063901","106.6694842378097"
"HCMU00001.020/B","B","10.833438320977871","106.67018195060302"
"HCMU00001.021/B","B","10.833357990894882","106.67037658895492"
"HCMU00001.022/B","B","10.833321123673695","106.67051947412119"
"HCMU00001.023/B","B","10.833127467208394","106.671080387443"
"HCMU00001.024/B","B","10.833060272579212","106.67125311379766"
"HCMU00001.025/B","B","10.832891048383903","106.67172468526746"
"HCMU00001.026/B","B","10.832788254852765","106.67205498557337"
"HCMU00001.027/B","B","10.832737514660968","106.67219559536034"
"HCMU00001.028/B","B","10.832433909734059","106.67300495366146"
"HCMU00001.029/B","B","10.832335772861148","106.67327107526125"
"HCMU00001.030/B","B","10.832208052103926","106.67363797085807"
"HCMU00001.031/B","B","10.831826404605543","106.67472250649212"
"HCMU00001.032/B","B","10.831695273385531","106.67508827697907"
"HCMU00001.033/B","B","10.831515874520328","106.67560263310054"
"HCMU00001.034/B","B","10.831359584015493","106.67604494126613"
"HCMU00001.035/B","B","10.831183076897704","106.67655082157103"
"HCMU00001.036/B","B","10.831031646367798","106.67699159347535"
"HCMU00001.037/B","B","10.830879288627019","106.6774290170622"
"HCMU00001.038/B","B","10.830513824209264","106.67770469969423"
"HCMU00001.039/B","B","10.830600098541861","106.6778494576721"
"HCMU00001.040/B","B","10.830398856808696","106.67798883097703"
"HCMU00001.041/B","B","10.830570779866171","106.67809839967686"
"HCMU00001.042/B","B","10.83049759819358","106.67829083374693"
"HCMU00001.043/B","B","10.831082835942711","106.67750295366147"
"HCMU00001.044/B","B","10.831358773896053","106.67731304691551"
"HCMU00001.045/B","B","10.830850392970422","106.67793575990721"
"HCMU00001.046/B","B","10.830617794121336","106.67849709937093"
"HCMU00001.047/B","B","10.835554859118265","106.66468275803572"
"HCMU00001.048/B","B","10.83537989434957","106.66518574297424"
"HCMU00001.049/B","B","10.835169067617086","106.66579289145375"
"HCMU00001.050/B","B","10.83494753060777","106.66640411322066"
"HCMU00001.051/B","B","10.834688367630024","106.66713964216095"
"HCMU00001.052/B","B","10.834295186492357","106.66824554700224"
"HCMU00001.053/B","B","10.833482752160233","106.67046503935626"
"HCMU00001.054/B","B","10.832480960860986","106.6732750240493"
"HCMU00001.056/B","B","10.832660045847884","106.67277828195529"
"HCMU00001.057/B","B","10.832762218033746","106.67251429390285"
"HCMU00001.058/B","B","10.83236843549857","106.67359468994186"
"HCMU00001.059/B","B","10.831958758157516","106.67471172248406"
"HCMU00001.060/B","B","10.831731039706465","106.67539460810872"
"HCMU00001.061/B","B","10.831466733708021","106.67616714905648"
"HCMU00001.062/B","B","10.83116978177373","106.67703370304105"
"HCMU00002.001/B","B","10.768310395289832","106.6748504110451"
"HCMU00002.002/B","B","10.767918741920894","106.67456462698362"
"HCMU00002.003/B","B","10.767901636312317","106.6745524024468"
"HCMU00002.004/B","B","10.768876528175582","106.67525841590077"
"HCMU00002.005/B","B","10.769222959517645","106.6755066618133"
"HCMU00002.006/B","B","10.769560196589914","106.67580497697497"
"HCMU00003.001/B","B","10.749205860060743","106.64033546932887"
"HCMU00002.007/B","B","10.770096588710166","106.67629812268456"
"HCMU00002.008/B","B","10.770358734862372","106.67653530030589"
"HCMU00003.002/B","B","10.749300090422762","106.64073295337289"
"HCMU00002.009/B","B","10.770551753616346","106.67671895031458"
"HCMU00003.003/B","B","10.749488783400825","106.64113835276135"
"HCMU00003.004/B","B","10.749617294904445","106.64168822147849"
"HCMU00002.010/B","B","10.770570445418217","106.6767388601188"
"HCMU00003.005/B","B","10.749733846306002","106.64235377823309"
"HCMU00003.006/B","B","10.74972893990318","106.64238262392519"
"HCMU00002.011/B","B","10.77084532831871","106.67698446017687"
"HCMU00002.012/B","B","10.771296674605498","106.6773731520442"
"HCMU00002.013/B","B","10.771894310904205","106.67805868526739"
"HCMU00002.014/B","B","10.771912551678641","106.67809604385707"
"HCMU00003.007/B","B","10.749072760051186","106.64001021288016"
"HCMU00003.008/B","B","10.749751978494164","106.64296814570957"
"HCMU00002.015/B","B","10.77209931438387","106.67831026377303"
"HCMU00002.016/B","B","10.772381570018775","106.67863216978344"
"HCMU00002.017/B","B","10.772737263082405","106.67904132361934"
"HCMU00002.018/B","B","10.772756671670477","106.67906176686483"
"HCMU00002.019/B","B","10.773285996172579","106.67968965612556"
"HCMU00002.020/B","B","10.77371944049376","106.68022639079004"
"HCMU00002.021/B","B","10.773699640204512","106.68022025367873"
"HCMU00002.022/B","B","10.773737622749794","106.68024581378029"
"HCMU00003.009/B","B","10.749745075122032","106.64332698834323"
"HCMU00002.023/B","B","10.774086988097531","106.68066307299898"
"HCMU00003.010/B","B","10.749707559112778","106.64375688343239"
"HCMU00002.024/B","B","10.774438748506544","106.68110743130023"
"HCMU00002.025/B","B","10.774810190477838","106.68153637913315"
"HCMU00002.026/B","B","10.775104963558055","106.68190289937729"
"HCMU00002.027/B","B","10.775110242852875","106.68187936816457"
"HCMU00002.028/B","B","10.775120946751242","106.68189045450708"
"HCMU00003.011/B","B","10.749687736122615","106.64418276380638"
"HCMU00002.029/B","B","10.775138371464694","106.68191239212172"
"HCMU00003.012/B","B","10.74964101920416","106.64486334693288"
"HCMU00003.013/B","B","10.749616234814692","106.64564876686472"
"HCMU00002.030/B","B","10.775552955497771","106.68240663558197"
"HCMU00002.031/B","B","10.775563878839883","106.68243148987244"
"HCMU00002.032/B","B","10.775878061325614","106.68281097391652"
"HCMU00003.014/B","B","10.74959554154056","106.64625484263365"
"HCMU00003.015/B","B","10.749598844685408","106.6468426530671"
"HCMU00003.016/B","B","10.749576404448007","106.6474536647238"
"HCMU00002.033/B","B","10.768319879391244","106.67482153067112"
"HCMU00003.017/B","B","10.749573080804215","106.64749096502965"
"HCMU00002.034/B","B","10.767935609338128","106.67454177269315"
"HCMU00002.035/B","B","10.767915579293104","106.67452974355126"
"HCMU00002.036/B","B","10.768626519525023","106.675044122396"
"HCMU00002.037/B","B","10.768925764269241","106.67525749977563"
"HCMU00002.038/B","B","10.769289089664447","106.67551861994264"
"HCMU00002.039/B","B","10.769595356778334","106.67579978515141"
"HCMU00002.040/B","B","10.770118827222056","106.67627813975616"
"HCMU00002.041/B","B","10.770593208457784","106.67670615672228"
"HCMU00003.018/B","B","10.749627702815877","106.6481475101275"
"HCMU00002.043/B","B","10.77103503422978","106.67710770552253"
"HCMU00003.019/B","B","10.749673945001708","106.64870999999994"
"HCMU00003.020/B","B","10.749683853692414","106.64941865889546"
"HCMU00003.021/B","B","10.74968516042309","106.6494486039586"
"HCMU00002.044/B","B","10.77146596066047","106.6775075800681"
"HCMU00003.022/B","B","10.749817779842195","106.65021957689748"
"HCMU00003.023/B","B","10.750115934801054","106.6517623263893"
"HCMU00002.045/B","B","10.771868158337146","106.67798583097692"
"HCMU00003.024/B","B","10.750220422299952","106.652260291419"
"HCMU00003.025/B","B","10.750227334123707","106.65228477546316"
"HCMU00003.026/B","B","10.750299136151307","106.65276091257431"
"HCMU00002.046/B","B","10.772059859579803","106.67822436819029"
"HCMU00003.027/B","B","10.750425287834073","106.65338586288885"
"HCMU00002.047/B","B","10.772402190351412","106.67861267055218"
"HCMU00002.048/B","B","10.772755612698905","106.67901641205754"
"HCMU00002.049/B","B","10.772817285560121","106.67908320705169"
"HCMU00002.050/B","B","10.773215257969225","106.67955101165671"
"HCMU00002.051/B","B","10.7733066792654","106.67966832667776"
"HCMU00002.052/B","B","10.77359324606056","106.68003059172486"
"HCMU00002.053/B","B","10.7739118404525","106.68038947959235"
"HCMU00002.054/B","B","10.774128984881623","106.68066786871714"
"HCMU00002.055/B","B","10.774408133351058","106.68102299694158"
"HCMU00002.056/B","B","10.774645329365228","106.68130677823308"
"HCMU00003.028/B","B","10.750451988175016","106.653380198165"
"HCMU00002.057/B","B","10.774827738098598","106.68151475214961"
"HCMU00003.029/B","B","10.750329702037826","106.65277968803741"
"HCMU00003.030/B","B","10.750253977027304","106.65227778129156"
"HCMU00002.058/B","B","10.775143750357552","106.68187114787577"
"HCMU00003.031/B","B","10.750249406081094","106.65225165583706"
"HCMU00003.032/B","B","10.750144000671977","106.65173471994922"
"HCMU00002.059/B","B","10.775543138848782","106.68234641964341"
"HCMU00003.033/B","B","10.750003979356379","106.65097055121464"
"HCMU00002.060/B","B","10.775870135877604","106.68273776963474"
"HCMU00002.061/B","B","10.77590724293507","106.68276649904784"
"HCMU00003.034/B","B","10.75096015808041","106.65091169415427"
"HCMU00002.062/B","B","10.77632030136614","106.68246831900649"
"HCMU00003.035/B","B","10.750000960785474","106.65094676686476"
"HCMU00002.063/B","B","10.776791380886754","106.68218341104512"
"HCMU00003.036/B","B","10.750959564169175","106.65088890397601"
"HCMU00003.037/B","B","10.749864978671091","106.65031772300767"
"HCMU00002.064/B","B","10.777561780954048","106.68172034416295"
"HCMU00003.038/B","B","10.7497644735714","106.64978548710246"
"HCMU00003.039/B","B","10.749720732019957","106.64944918956667"
"HCMU00002.065/B","B","10.777560470258393","106.68169535581967"
"HCMU00003.040/B","B","10.749719719539648","106.64942374632119"
"HCMU00003.041/B","B","10.74970026387747","106.64870438190314"
"HCMU00003.042/B","B","10.74967258686994","106.64819800582836"
"HCMU00003.043/B","B","10.74962975780662","106.64748086011889"
"HCMU00003.044/B","B","10.749630157480642","106.64745778129145"
"HCMU00003.045/B","B","10.749626129066366","106.6469423352761"
"HCMU00003.046/B","B","10.749623501959203","106.64620971135093"
"HCMU00003.047/B","B","10.749641596868258","106.6456339383692"
"HCMU00003.048/B","B","10.749665650565658","106.64486981043342"
"HCMU00003.049/B","B","10.749709502954584","106.64431995920131"
"HCMU00003.050/B","B","10.7497612121516","106.64362724536898"
"HCMU00003.051/B","B","10.74980900640607","106.64301706134222"
"HCMU00003.052/B","B","10.749831002643905","106.64237076103632"
"HCMU00003.053/B","B","10.749820023645839","106.64234304356864"
"HCMU00003.054/B","B","10.749735200985345","106.64167696502977"
"HCMU00003.055/B","B","10.749601430044395","106.64106856535298"
"HCMU00003.056/B","B","10.749460814734954","106.64057334110453"
"HCMU00003.057/B","B","10.74932406554247","106.63996105245542"
"HCMU00004.002/B","B","10.784581683558528","106.7035664957009"
"HCMU00004.003/B","B","10.783998408075623","106.70302617208154"
"HCMU00004.004/B","B","10.784029705484755","106.7029977171793"
"HCMU00004.005/B","B","10.78362034460486","106.70266113434127"
"HCMU00004.006/B","B","10.78332417899226","106.70299080766347"
"HCMU00004.007/B","B","10.783588284762265","106.70263104490336"
"HCMU00004.009/B","B","10.783042739782067","106.70210021899697"
"HCMU00004.010/B","B","10.78306461278085","106.70210247544583"
"HCMU00004.011/B","B","10.78306670028985","106.70208341687339"
